name,strand,start,end,chrom
2410004B18Rik,+,145938031,145944275,chr3
2410004I01Rik,-,102958299,102964154,chr11
2410004N09Rik,+,33794891,33795989,chr18
2410004P03Rik,-,17004957,17011727,chr12
2410006H16Rik,+,62602876,62604806,chr11
2410007B07Rik,-,75647440,75655731,chr3
2410012E07Rik,+,70852932,70873954,chr14
2410012M07Rik,+,98864766,98866580,chr9
2410015M20Rik,-,56607451,56609771,chr17
2410016O06Rik,+,83950607,83952953,chr12
2410017I17Rik,+,36145017,36162374,chr17
2410018L13Rik,-,22953996,23010243,chr12
2410021H03Rik,-,69275361,69277206,chr17
2410088K16Rik,+,88754889,88755733,chr1
2410089E03Rik,+,8169105,8271158,chr15
2410114N07Rik,-,34909788,34911481,chr4
2410124H12Rik,+,92478741,92497365,chr16
2410127L17Rik,+,18670779,18704792,chr19
2410131K14Rik,+,118245226,118263114,chr5
2410137M14Rik,-,36977700,36981237,chr17
2410141K09Rik,-,66418113,66441118,chr13
2500002B13Rik,+,57487962,57510262,chr8
2500004C02Rik,-,153341156,153345810,chr2
2510002D24Rik,+,18836579,18840113,chr16
2510003B16Rik,+,116123839,116138841,chr4
2510003E04Rik,-,62558469,62578457,chr10
2510009E07Rik,-,21649044,21694665,chr16
2510039O18Rik,+,147940894,147947314,chr4
2610001J05Rik,-,13869073,13871483,chr6
2610002J02Rik,+,155249965,155256687,chr4
2610002M06Rik,-,107782751,107816334,chrX
2610005L07Rik,-,20385781,20424814,chr8
2610008E11Rik,-,79064373,79097600,chr10
2610015P09Rik,+,43889901,43964314,chr16
2610016A17Rik,-,25671133,25672239,chr19
2610020C07Rik,+,11203382,11225796,chr16
2610020H08Rik,+,119794129,119848941,chr7
2610027K06Rik,-,85791659,85832388,chr11
2610028E06Rik,-,125887850,125922310,chr4
2610028H24Rik,+,76449080,76461218,chr10
2610034B18Rik,-,79925358,79935264,chr7
2610035D17Rik,-,113043905,113201838,chr11
2610035F20Rik,-,122470376,122475199,chr14
2610037D02Rik,-,96190473,96197974,chr15
2610044O15Rik8,-,129216353,129234046,chr8
2610100L16Rik,+,17789920,17800071,chr3
2610203C20Rik,+,41581338,41592487,chr9
2610203C22Rik,-,9560832,9631092,chr1
2610206C17Rik,+,84689639,84776549,chr7
2610301B20Rik,+,10874497,10899423,chr4
2610305D13Rik,-,147611935,147642508,chr4
2610306M01Rik,-,86848406,86849440,chr6
2610307P16Rik,-,28460033,28885422,chr13
2610316D01Rik,-,45280438,45378260,chr3
2610318N02Rik,-,17113397,17125106,chr16
2610507B11Rik,+,78261753,78290625,chr11
2610507I01Rik,-,59197792,59202431,chr11
2610524H06Rik,-,114821936,114823468,chr5
2610528A11Rik,-,37102139,37110101,chr14
2610528J11Rik,+,118527274,118530217,chr4
2700029M09Rik,+,60890450,60907572,chr8
2700038G22Rik,+,23850596,23855033,chr5
2700046A07Rik,-,62751673,62756347,chr18
2700046G09Rik,+,32389215,32391184,chr19
2700049A03Rik,+,71136847,71243303,chr12
2700054A10Rik,-,13487020,13554094,chr17
2700060E02Rik,-,19811401,19823823,chr14
2700062C07Rik,+,24470870,24477767,chr18
2700069I18Rik,-,5177823,5220823,chr3
2700070H01Rik,+,63055072,63058149,chr14
2700081O15Rik,+,7417624,7425904,chr19
2700089E24Rik,+,133105238,133110899,chr6
2700089I24Rik,+,59493135,59559391,chr19
2700094K13Rik,-,84669220,84670708,chr2
2700097O09Rik,-,55045660,55080110,chr12
2700099C18Rik,+,94750099,94775129,chr17
2810001G20Rik,+,64079483,64083259,chr11
2810002D19Rik,+,94406706,94411680,chr2
2810004N23Rik,-,124839354,124863029,chr8
2810006K23Rik,+,124328088,124341852,chr5
2810007J24Rik,-,14410685,14446587,chr7
2810008D09Rik,+,117076782,117078955,chr11
2810013P06Rik,+,123042574,123044602,chr8
2810021J22Rik,+,58867239,58884338,chr11
2810025M15Rik,+,157412351,157420236,chr1
2810029C07Rik,-,111572316,111574402,chr12
2810032G03Rik,+,5376501,5416132,chr12
2810047C21Rik1,-,8086046,8093037,chr7
2810049E08Rik,+,83891207,83928710,chr13
2810403A07Rik,+,88685793,88712933,chr3
2810403D21Rik,+,108834477,108886896,chrX
2810404M03Rik,+,41827266,42046202,chr8
2810405F15Rik,-,116074547,116076096,chr2
2810408A11Rik,-,69897357,69900986,chr11
2810408I11Rik,-,64679868,64690659,chr1
2810408M09Rik,-,165490111,165493314,chr2
2810410L24Rik,-,120186649,120189856,chr11
2810417H13Rik,+,65890322,65903551,chr9
2810428I15Rik,-,70504295,70506739,chr8
2810429I04Rik,+,3478302,3492398,chr13
2810433D01Rik,-,102619506,102624416,chr11
2810442N19Rik,+,162004968,162016485,chr1
2810454H06Rik,+,134897960,134900785,chr6
2810459M11Rik,+,86045862,86055456,chr1
2810468N07Rik,+,25570810,25575043,chr17
2810471M01Rik,+,28681563,28693276,chr11
2810474O19Rik,+,149309413,149335663,chr6
2900005J15Rik,+,25100974,25103007,chr5
2900008C10Rik,-,12134453,12160346,chrX
2900009J06Rik,-,127753616,127774054,chr1
2900011O08Rik,+,13986636,14101494,chr16
2900026A02Rik,-,113086322,113163313,chr5
2900041M22Rik,+,117611246,117613417,chr11
2900052N01Rik,+,46913602,46927366,chr9
2900055J20Rik,+,40256961,40257687,chr18
2900057B20Rik,-,76091556,76098471,chr18
2900060B14Rik,-,118458668,118459265,chr1
2900076A07Rik,+,81523549,81531498,chr7
2900079G21Rik,+,112234276,112348925,chr9
2900092C05Rik,+,12512550,12556321,chr7
2900092D14Rik,+,42700335,42703176,chr1
2900097C17Rik,-,156388062,156392979,chr2
3000002C10Rik,-,109830153,109831431,chr9
3010001F23Rik,+,152368571,152416702,chrX
3010026O09Rik,+,50174850,50200115,chr11
3010033K07Rik,-,108553251,108584677,chr8
3100003L05Rik,-,124625669,124708935,chr7
3110001I22Rik,+,13672019,13678385,chr16
3110002H16Rik,+,12168729,12189969,chr18
3110007F17Rik,+,123103558,123143293,chrX
3110009E18Rik,+,120121186,120188189,chr1
3110009F21Rik,-,110151653,110158073,chr12
3110015C05Rik,-,111211468,111229431,chr13
3110021A11Rik,+,119848192,119849016,chr6
3110021N24Rik,+,108719648,108781904,chr4
3110035E14Rik,+,9601266,9627142,chr1
3110039I08Rik,+,41376560,41432079,chr9
3110039M20Rik,+,49389651,49407346,chr12
3110040N11Rik,-,81782186,81789453,chr7
3110043O21Rik,-,35191281,35225880,chr4
3110045C21Rik,+,169969408,169972396,chr1
3110052M02Rik,+,21650610,21664966,chr17
3110056K07Rik,-,70991614,71015823,chr12
3110057O12Rik,+,40894276,40936307,chr3
3110062M04Rik,-,34871770,34878065,chr6
3110070M22Rik,-,119487256,119488384,chr13
3110079O15Rik,+,87470263,87475459,chr1
3110082I17Rik,-,139359738,139460534,chr5
3110082J24Rik,-,30103583,30106086,chr5
3110099E03Rik,-,115493512,115512201,chr2
3200001D21Rik,-,88365313,88377323,chr12
3300002I08Rik,-,150310936,150362765,chr2
3300002P13Rik,-,3421664,3423445,chr7
3300005D01Rik,+,5798656,5803242,chr17
3425401B19Rik,-,32659118,32685272,chr14
3632451O06Rik,-,49682018,49783367,chr14
3632454L22Rik,-,135022421,135060336,chrX
3830403N18Rik,+,56136571,56153496,chrX
3830406C13Rik,+,12284202,12303231,chr14
3830408C21Rik,+,107022569,107033518,chr13
3830417A13Rik,+,64173547,64178778,chrX
3830432H09Rik,-,119529479,119536165,chr1
3930402G23Rik,-,10924426,10928457,chr8
4430402I18Rik,-,28923063,28964154,chr19
4631405J19Rik,+,93029347,93033445,chr2
4632404H12Rik,-,89767510,89773400,chr3
4632415L05Rik,+,19894870,19898984,chr3
4632427E13Rik,-,92740705,92741459,chr7
4632428C04Rik,+,30008666,30021430,chr16
4632428N05Rik,+,60346850,60372684,chr10
4732416N19Rik,+,148212287,148235663,chr6
4732456N10Rik,-,101552355,101562950,chr15
4732471J01Rik,+,25376818,25566417,chr7
4732490B19Rik,-,113203314,113209669,chr11
4732491K20Rik,+,12318852,12327250,chr17
4831407H17Rik,+,30458035,30463282,chr14
4831440E17Rik,+,25499796,25504473,chr5
4833411C07Rik,+,10899921,10902334,chr8
4833412C05Rik,-,67784537,67803496,chr7
4833415N18Rik,+,11779701,11781501,chr16
4833417C18Rik,+,95858816,95861046,chr11
4833418N02Rik,-,87274885,87282814,chr17
4833419F23Rik,+,4353546,4368945,chr18
4833420G17Rik,+,119462758,119486117,chr13
4833422C13Rik,-,91701664,91741872,chr13
4833422M21Rik,-,96231869,96254684,chr15
4833423E24Rik,-,85484091,85518935,chr2
4833427F10Rik,+,35772449,35780687,chr17
4833427G06Rik,-,51081312,51102078,chr9
4833428L15Rik,-,45416625,45431232,chr9
4833439L19Rik,-,54551217,54565382,chr13
4921501E09Rik,-,33064142,33068058,chr17
4921504A21Rik,-,19202367,19226555,chr5
4921504E06Rik,-,19462836,19553910,chr2
4921506M07Rik,+,57564114,57622109,chr12
4921507L20Rik,+,93980033,93983575,chr2
4921507P07Rik,-,50573303,50596590,chr6
4921508D12Rik,+,132424740,132452499,chr2
4921509C19Rik,-,151470541,151476151,chr2
4921509O07Rik,-,113446287,113502844,chr13
4921511C10Rik,+,79212918,79253913,chr3
4921511C20Rik,+,127394292,127395898,chrX
4921511H03Rik,+,7304163,7311491,chr5
4921511I17Rik,-,12351521,12392475,chr12
4921511M17Rik,-,154001589,154120685,chrX
4921513I03Rik,+,120765731,120778886,chr10
4921515E04Rik,-,18078136,18369627,chr15
4921517D22Rik,-,59687401,59694101,chr13
4921518K17Rik,-,57585974,57618602,chr12
4921524J17Rik,-,85408758,85432841,chr8
4921524L21Rik,+,6603632,6638966,chr18
4921525O09Rik,+,52096740,52124160,chr13
4921529L05Rik,+,53978690,54017383,chr6
4921530L21Rik,+,95881265,95882775,chr14
4921531C22Rik,+,179976852,179979013,chr2
4921531P14Rik,-,83292791,83325884,chr18
4921533I20Rik,-,17234482,17235482,chr18
4921534H16Rik,+,98003419,98012175,chr9
4921536K21Rik,-,3886087,3895126,chr11
4921539E11Rik,-,103230444,103290863,chr4
4922502D21Rik,-,129322164,129331781,chr6
4922502H24Rik,-,101391870,101397580,chr13
4922502N22Rik,-,139315596,139322576,chr6
4930401C15Rik,-,25779313,25837437,chr10
4930401O10Rik,-,71928470,71940122,chr11
4930401O12Rik,-,31213409,31241086,chr13
4930402F06Rik,-,35375561,35397174,chr2
4930402F11Rik,+,69496093,69499689,chr7
4930402H24Rik,-,130707852,130840110,chr2
4930402K13Rik,+,9104561,9106342,chrX
4930404A05Rik,-,52799507,52815744,chr16
4930404H11Rik,+,71540606,71556133,chr12
4930404I05Rik,+,91011248,91016503,chr16
4930404N11Rik,-,81364023,81365820,chr10
4930405A10Rik,-,22507173,22542798,chr14
4930405A21Rik,-,156714538,156720909,chr2
4930405D11Rik,+,90804690,90895152,chr11
4930405J17Rik,-,20199246,20201854,chr10
4930405L22Rik,-,45926821,45932409,chr5
4930405O22Rik,-,63305445,63312973,chr17
4930406D18Rik,+,100426404,100437754,chr3
4930407G08Rik,+,107953931,107960721,chr4
4930407I10Rik,+,82059150,82066538,chr15
4930407I19Rik,+,66145295,66179514,chr10
4930412B13Rik,+,117821927,117909136,chr2
4930412C18Rik,+,9770584,9823411,chr4
4930412D23Rik,-,127721175,127736554,chrX
4930412O13Rik,+,9881245,9886767,chr2
4930413E15Rik,+,118952338,118961261,chr5
4930413F20Rik,+,34675072,34679204,chr15
4930413G21Rik,-,122969057,122970459,chr7
4930413M19Rik,+,50503768,50520943,chr14
4930414L22Rik,+,72438682,72440615,chr6
4930414N06Rik,-,44972116,44984550,chr19
4930415F15Rik,+,11489265,11515190,chr11
4930415L06Rik,-,89930096,89932852,chrX
4930415O20Rik,+,98571003,98589588,chr15
4930417O13Rik,+,125265524,125273777,chr6
4930417O22Rik,+,101952420,101960574,chr11
4930419G24Rik,+,33024776,33088607,chr3
4930423M02Rik,+,5632327,5642284,chr4
4930425K10Rik,-,67933611,67943081,chr5
4930425L21Rik,+,135658912,135683391,chr6
4930425O10Rik,-,138711534,138726984,chr3
4930426D05Rik,+,21651564,21656107,chr18
4930426L09Rik,+,18998318,18999804,chr2
4930427A07Rik,+,113156420,113165458,chr12
4930428D18Rik,+,76393349,76397979,chrX
4930428D20Rik,-,69796140,69800381,chr16
4930428E07Rik,-,38552808,38614521,chr12
4930428G15Rik,+,115336160,115341924,chr9
4930428O21Rik,-,107698211,107703480,chr5
4930429B21Rik,+,32365488,32367438,chr3
4930429D17Rik,-,103230374,103299029,chr5
4930429F11Rik,-,79475623,79477885,chr17
4930429F24Rik,+,79793640,79803235,chr9
4930430A15Rik,-,111193253,111229600,chr2
4930430F08Rik,-,100572273,100589259,chr10
4930430F21Rik,+,31039125,31043331,chr15
4930430J02Rik,+,57391069,57400364,chr9
4930431F12Rik,+,44966200,44978805,chr5
4930431P03Rik,-,44954899,44961307,chr14
4930432J09Rik,-,103977627,104027142,chr14
4930432K21Rik,+,84148037,84172597,chr8
4930432M17Rik,+,121670762,121682982,chr3
4930433B08Rik,-,18468284,18480477,chr3
4930433I11Rik,+,40987608,40994833,chr7
4930433N12Rik,-,3190268,3199813,chr9
4930434J06Rik,+,71856708,71920438,chr14
4930435E12Rik,-,38812204,38828749,chr16
4930438E09Rik,-,67332041,67397742,chr14
4930440C22Rik,+,94797441,94802472,chr1
4930440I19Rik,+,78051176,78194430,chr2
4930441H08Rik,+,71909694,71939191,chr7
4930441J16Rik,-,74298939,74307717,chr2
4930442J19Rik,+,151302038,151316003,chr2
4930442L01Rik,-,96829825,96832070,chr3
4930443O20Rik,-,85073613,85086461,chr2
4930444F02Rik,-,18797298,18831930,chr10
4930444G20Rik,-,22066308,22068079,chr10
4930444M15Rik,-,76514557,76520855,chr14
4930444P10Rik,-,16065978,16093325,chr1
4930445N18Rik,+,82855896,82859162,chr18
4930447A16Rik,+,37425553,37440644,chr15
4930447C04Rik,-,72881108,72917765,chr12
4930447F24Rik,+,108133717,108138567,chr9
4930447J18Rik,+,47898863,47944189,chr14
4930447K03Rik,-,34084154,34113272,chr13
4930447M23Rik,+,19344316,19352251,chr2
4930447N08Rik,-,122795090,122801980,chr3
4930448C13Rik,-,14996388,15050389,chr12
4930448F12Rik,-,18084946,18100202,chr13
4930448H16Rik,+,143226991,143234748,chr5
4930448I06Rik,-,41167559,41181252,chr1
4930448I18Rik,+,50151332,50156092,chr5
4930448K20Rik,-,9915964,9917397,chr4
4930449E01Rik,+,105498787,105505628,chr14
4930449E18Rik,+,57273959,57277052,chr19
4930449I24Rik,+,146502398,146505183,chr5
4930451G09Rik,+,4964287,4978962,chr16
4930451I11Rik,-,126830473,126831496,chr7
4930452A19Rik,-,9750751,9775866,chr17
4930452B06Rik,-,8431171,8666290,chr14
4930452G13Rik,+,79702919,79712930,chr14
4930452N14Rik,-,154241520,154256906,chr1
4930453H23Rik,-,21206579,21221665,chrX
4930453L07Rik,+,9144668,9149050,chr8
4930453N24Rik,-,64766104,64770939,chr16
4930455B14Rik,+,8666389,8673378,chr14
4930455C13Rik,-,21319087,21342055,chr10
4930455D15Rik,-,32663641,32837287,chr18
4930455F16Rik,-,4219911,4229116,chr16
4930455G09Rik,+,142017897,142028995,chr4
4930455H04Rik,+,116968266,116984406,chr3
4930455J16Rik,-,58741073,58762311,chr13
4930456L15Rik,+,103290958,103311832,chr4
4930459C07Rik,+,96226206,96248708,chr10
4930459L07Rik,-,58443239,58452998,chr5
4930461G14Rik,+,58455172,58469623,chr9
4930463O16Rik,+,84488292,84497676,chr10
4930465K10Rik,+,77714183,77715445,chr18
4930465M20Rik,-,107723742,107735488,chr12
4930467D21Rik,+,97392416,97588126,chr5
4930467E23Rik,+,19729575,19753602,chr8
4930467K11Rik,-,57478382,57486353,chr10
4930468A15Rik,-,76582609,76602924,chrX
4930469G21Rik,-,161156842,161159314,chr1
4930470H14Rik,-,4044657,4082995,chr17
4930470O06Rik,+,59825648,59844721,chr8
4930470P17Rik,-,170579417,170602017,chr2
4930471C04Rik,-,64099294,64104235,chr14
4930471G03Rik,+,36106202,36109954,chr18
4930471M09Rik,-,91430459,91440854,chr6
4930473A02Rik,-,130543790,130563749,chr2
4930473O22Rik,-,97590983,97596931,chr10
4930474G06Rik,+,28560163,28998176,chr18
4930474H20Rik,+,90126890,90269760,chr14
4930474M22Rik,-,14389106,14398942,chr17
4930474N05Rik,+,36094964,36096855,chr14
4930474N09Rik,-,99161276,99162808,chr12
4930477N07Rik,+,119320233,119331862,chr10
4930478L05Rik,+,78560315,78564869,chr16
4930478P22Rik,+,35361552,35367677,chr5
4930479D17Rik,+,146657217,146665403,chr6
4930480E11Rik,+,78369642,78371128,chrX
4930480G23Rik,-,19979444,20005739,chr4
4930480K15Rik,+,90861168,90867102,chr17
4930480K23Rik,+,69732783,69767113,chr14
4930480M12Rik,+,26211266,26240707,chr12
4930481A15Rik,+,5406814,5422847,chr19
4930482G09Rik,-,153147942,153152108,chr3
4930483J18Rik,+,81190852,81192757,chr15
4930483K19Rik,-,76545870,76562226,chr10
4930483O08Rik,+,133128250,133142457,chr7
4930484H19Rik,-,126788850,126793710,chr10
4930486F22Rik,+,86095853,86113585,chr10
4930486I03Rik,+,20356453,20392300,chr1
4930486L24Rik,-,60842611,60864416,chr13
4930487D11Rik,+,38344388,38349197,chr5
4930487H11Rik,-,62790917,62794732,chr1
4930488B22Rik,+,184712496,184718989,chr1
4930488L21Rik,-,93811693,93813555,chr8
4930500F04Rik,+,149847746,149864280,chr5
4930500J02Rik,+,104559183,104571429,chr2
4930500L23Rik,+,139523750,139541339,chr5
4930502A04Rik,-,68470901,68520200,chr9
4930502E09Rik,+,84829177,84830868,chr11
4930502E18Rik,+,53724830,53738222,chrX
4930503B20Rik,-,146646258,146651317,chr3
4930503E14Rik,-,44163166,44171371,chr14
4930503E24Rik,+,124469073,124524488,chr10
4930503F20Rik,-,33808071,33811283,chr14
4930503H13Rik,+,156539482,156540117,chrX
4930503L19Rik,-,70453139,70472480,chr18
4930503O07Rik,-,194212186,194222759,chr1
4930504C09Rik,+,69270532,69274718,chr15
4930504O13Rik,-,58446142,58452966,chr11
4930505A04Rik,-,30426005,30471829,chr11
4930505G20Rik,-,115396550,115409552,chr14
4930505K13Rik,+,120156114,120166001,chr7
4930505K14Rik,+,148777962,148783080,chr5
4930506A18Rik,+,106282228,106335754,chr8
4930506C21Rik,-,8293365,8311118,chr17
4930506M07Rik,-,58973357,59076069,chr19
4930507D05Rik,+,62449159,62451353,chr10
4930507D10Rik,-,80850380,80858300,chr11
4930509E16Rik,-,72518249,72531858,chr9
4930509J09Rik,-,73351205,73481651,chr3
4930509K18Rik,+,40313231,40317719,chr4
4930511A02Rik,+,11438232,11444812,chr12
4930511A08Rik,-,94132922,94237442,chr6
4930511E03Rik,+,94943833,94951545,chr6
4930511M06Rik,-,57545360,57552397,chr18
4930512B01Rik,+,69790343,69841880,chr12
4930512J16Rik,-,89269510,89285725,chr6
4930512M02Rik,-,11589222,11627838,chr11
4930513D17Rik,-,39461748,39603574,chr5
4930513N10Rik,+,95806829,95821728,chr8
4930513O06Rik,+,139086242,139093403,chrX
4930515B02Rik,+,140872692,140878057,chr4
4930515G01Rik,-,114773732,114774983,chr5
4930515G16Rik,-,67565233,67565699,chr6
4930515L03Rik,-,16918677,17013726,chr2
4930515L19Rik,-,46267558,46328911,chrX
4930517E11Rik,-,124123635,124129956,chr2
4930517M08Rik,+,4634979,4637477,chr17
4930518J21Rik,-,56465621,56484968,chr8
4930518P08Rik,-,50753392,50765248,chr13
4930519D14Rik,+,30615042,30624258,chr13
4930519F09Rik,-,28921962,28923507,chr10
4930519F16Rik,-,103232280,103256606,chrX
4930519F24Rik,+,100022299,100034670,chr9
4930519G04Rik,+,114853713,114883879,chr5
4930519H02Rik,-,15863927,15883766,chr5
4930519K11Rik,+,24004990,24005837,chr14
4930520O04Rik,+,114368323,114377238,chr9
4930520P13Rik,+,70232821,70248122,chr13
4930521E06Rik,-,44739674,44744949,chr1
4930522H14Rik,-,109505331,109531297,chr4
4930522O17Rik,+,53246195,53251120,chr4
4930523C07Rik,+,160044379,160078586,chr1
4930523O13Rik,-,46435865,46496179,chr15
4930524B15Rik,+,31965632,31979651,chr11
4930524B17Rik,-,19247898,19278843,chr6
4930524C18Rik,+,114831964,114861327,chr14
4930524N10Rik,-,154339224,154343392,chrX
4930524O05Rik,-,10645693,10648053,chr19
4930524O08Rik,+,89826518,89864028,chr9
4930525C09Rik,+,97714771,97753702,chr10
4930525D18Rik,-,114341110,114364627,chr9
4930525G20Rik,-,67796593,67830985,chr13
4930526H09Rik,-,110882410,110903846,chr13
4930526I15Rik,+,124423250,124424856,chr9
4930526L06Rik,+,11196816,11299884,chr19
4930527F14Rik,+,45543709,45562876,chr14
4930527G23Rik,+,29442199,29466107,chr18
4930528A17Rik,-,21846326,21848448,chr4
4930528D03Rik,+,59733649,59737470,chr13
4930528G23Rik,-,148659977,148678000,chr6
4930528H21Rik,-,4031840,4047584,chr6
4930528P14Rik,-,115329265,115344280,chr2
4930529C04Rik,+,91071661,91075192,chr3
4930529K09Rik,+,86245969,86262042,chr14
4930529L06Rik,+,84679788,84685147,chr16
4930532I03Rik,-,106555194,106602480,chr10
4930532M18Rik,+,154255688,154270416,chr1
4930533B01Rik,-,113691052,113708550,chr2
4930533N22Rik,+,75030210,75075166,chr7
4930533P14Rik,-,96612056,96662573,chr1
4930538K18Rik,-,119205054,119218217,chr4
4930539C22Rik,-,134404142,134423635,chr3
4930539E08Rik,-,28896394,28915324,chr17
4930539J05Rik,-,135436220,135438665,chr3
4930539M17Rik,+,9061963,9071076,chr3
4930539N22Rik,-,13597138,13652865,chr3
4930540M03Rik,+,15619856,15641220,chr9
4930542C21Rik,+,38017322,38054526,chr16
4930542D17Rik,+,50590502,50654166,chr16
4930543E12Rik,-,113100235,113142015,chr7
4930543N07Rik,+,138554241,138566994,chr7
4930544D05Rik,+,70615893,70616890,chr11
4930544G11Rik,+,65952570,65954014,chr6
4930544M13Rik,+,114607227,114697822,chr13
4930545E07Rik,-,17568745,17580990,chr18
4930545H06Rik,-,68319064,68321142,chr10
4930545L23Rik,-,135169572,135215616,chr2
4930546C10Rik,-,68889486,68951528,chr18
4930546K05Rik,-,42182237,42209231,chr9
4930547E08Rik,-,103804451,103810622,chr2
4930547E14Rik,+,59636944,59672993,chr16
4930548G14Rik,+,46623304,46639858,chr15
4930548H24Rik,+,31485858,31488262,chr5
